Timestamp,GSR Value,Smoothed Value,Conductivity (µS)
2025-01-12 14:53:29,642,642.25,33.04
2025-01-12 14:53:29,643,642.50,33.18
2025-01-12 14:53:29,646,644.25,33.60
2025-01-12 14:53:29,645,644.83,33.46
2025-01-12 14:53:29,643,644.17,33.18
2025-01-12 14:53:29,644,643.91,33.32
2025-01-12 14:53:29,643,643.71,33.18
2025-01-12 14:53:29,639,641.39,32.63
2025-01-12 14:53:29,643,641.59,33.18
2025-01-12 14:53:29,642,641.77,33.04
2025-01-12 14:53:29,643,642.41,33.18
2025-01-12 14:53:29,642,642.25,33.04
2025-01-12 14:53:29,642,642.42,33.04
2025-01-12 14:53:29,642,642.31,33.04
2025-01-12 14:53:29,642,642.09,33.04
2025-01-12 14:53:29,643,642.17,33.18
2025-01-12 14:53:29,642,642.30,33.04
2025-01-12 14:53:29,643,642.60,33.18
2025-01-12 14:53:29,643,642.89,33.18
2025-01-12 14:53:29,642,642.53,33.04
2025-01-12 14:53:29,643,642.65,33.18
2025-01-12 14:53:29,643,642.83,33.18
2025-01-12 14:53:29,642,642.45,33.04
2025-01-12 14:53:29,644,643.09,33.32
2025-01-12 14:53:29,643,643.11,33.18
2025-01-12 14:53:29,643,643.13,33.18
2025-01-12 14:53:29,643,643.06,33.18
2025-01-12 14:53:29,643,643.05,33.18
2025-01-12 14:53:29,642,642.56,33.04
2025-01-12 14:53:29,640,641.38,32.77
2025-01-12 14:53:29,642,641.44,33.04
2025-01-12 14:53:29,643,642.12,33.18
2025-01-12 14:53:29,643,642.45,33.18
2025-01-12 14:53:29,643,642.80,33.18
2025-01-12 14:53:29,642,642.76,33.04
2025-01-12 14:53:29,641,642.08,32.90
2025-01-12 14:53:29,642,641.82,33.04
2025-01-12 14:53:29,643,642.06,33.18
2025-01-12 14:53:29,643,642.49,33.18
2025-01-12 14:53:29,642,642.42,33.04
2025-01-12 14:53:30,643,642.83,33.18
2025-01-12 14:53:30,643,642.99,33.18
2025-01-12 14:53:30,642,642.47,33.04
2025-01-12 14:53:30,644,642.97,33.32
2025-01-12 14:53:30,643,643.11,33.18
2025-01-12 14:53:30,643,643.13,33.18
2025-01-12 14:53:30,641,642.20,32.90
2025-01-12 14:53:30,643,642.47,33.18
2025-01-12 14:53:30,642,642.19,33.04
2025-01-12 14:53:30,644,642.89,33.32
2025-01-12 14:53:30,643,642.93,33.18
2025-01-12 14:53:30,644,643.70,33.32
2025-01-12 14:53:30,642,643.01,33.04
2025-01-12 14:53:30,642,642.60,33.04
2025-01-12 14:53:30,643,642.49,33.18
2025-01-12 14:53:30,642,642.30,33.04
2025-01-12 14:53:30,643,642.42,33.18
2025-01-12 14:53:30,640,641.55,32.77
2025-01-12 14:53:30,644,642.56,33.32
2025-01-12 14:53:30,642,642.38,33.04
2025-01-12 14:53:30,643,642.59,33.18
2025-01-12 14:53:30,643,642.75,33.18
2025-01-12 14:53:30,644,643.58,33.32
2025-01-12 14:53:30,644,643.69,33.32
2025-01-12 14:53:30,644,643.94,33.32
2025-01-12 14:53:30,644,643.86,33.32
2025-01-12 14:53:30,644,644.13,33.32
2025-01-12 14:53:30,642,643.07,33.04
2025-01-12 14:53:30,642,642.50,33.04
2025-01-12 14:53:30,643,642.56,33.18
2025-01-12 14:53:30,643,642.71,33.18
2025-01-12 14:53:30,643,642.78,33.18
2025-01-12 14:53:30,642,642.58,33.04
2025-01-12 14:53:30,642,642.45,33.04
2025-01-12 14:53:30,642,642.22,33.04
2025-01-12 14:53:30,642,641.94,33.04
2025-01-12 14:53:30,643,642.31,33.18
2025-01-12 14:53:30,642,642.29,33.04
2025-01-12 14:53:30,642,642.24,33.04
2025-01-12 14:53:30,643,642.60,33.18
2025-01-12 14:53:30,643,642.78,33.18
2025-01-12 14:53:30,643,642.84,33.18
2025-01-12 14:53:30,642,642.52,33.04
2025-01-12 14:53:30,643,642.76,33.18
2025-01-12 14:53:30,642,642.45,33.04
2025-01-12 14:53:30,643,642.55,33.18
2025-01-12 14:53:30,643,642.70,33.18
2025-01-12 14:53:30,643,642.96,33.18
2025-01-12 14:53:30,643,643.00,33.18
2025-01-12 14:53:30,643,643.07,33.18
2025-01-12 14:53:30,643,642.99,33.18
2025-01-12 14:53:30,642,642.58,33.04
2025-01-12 14:53:30,643,642.65,33.18
2025-01-12 14:53:30,642,642.39,33.04
2025-01-12 14:53:30,642,642.18,33.04
2025-01-12 14:53:30,643,642.47,33.18
2025-01-12 14:53:30,643,642.78,33.18
2025-01-12 14:53:30,642,642.46,33.04
2025-01-12 14:53:30,643,642.73,33.18
2025-01-12 14:53:30,642,642.44,33.04
2025-01-12 14:53:30,643,642.67,33.18
2025-01-12 14:53:30,643,642.71,33.18
2025-01-12 14:53:30,642,642.47,33.04
2025-01-12 14:53:30,642,642.28,33.04
2025-01-12 14:53:30,642,642.17,33.04
2025-01-12 14:53:30,642,641.98,33.04
2025-01-12 14:53:30,642,641.95,33.04
2025-01-12 14:53:30,642,641.94,33.04
2025-01-12 14:53:30,642,642.05,33.04
2025-01-12 14:53:30,643,642.49,33.18
2025-01-12 14:53:30,643,642.72,33.18
2025-01-12 14:53:30,641,642.04,32.90
2025-01-12 14:53:30,643,642.42,33.18
2025-01-12 14:53:30,643,642.70,33.18
2025-01-12 14:53:30,643,642.79,33.18
2025-01-12 14:53:30,643,642.84,33.18
2025-01-12 14:53:30,642,642.63,33.04
2025-01-12 14:53:31,642,642.38,33.04
2025-01-12 14:53:31,642,642.12,33.04
2025-01-12 14:53:31,644,642.73,33.32
2025-01-12 14:53:31,642,642.52,33.04
2025-01-12 14:53:31,643,642.80,33.18
2025-01-12 14:53:31,642,642.55,33.04
2025-01-12 14:53:31,643,642.78,33.18
2025-01-12 14:53:31,643,642.70,33.18
2025-01-12 14:53:31,643,642.85,33.18
2025-01-12 14:53:31,643,642.92,33.18
2025-01-12 14:53:31,643,643.14,33.18
2025-01-12 14:53:31,642,642.56,33.04
2025-01-12 14:53:31,643,642.72,33.18
2025-01-12 14:53:31,642,642.32,33.04
2025-01-12 14:53:31,642,642.18,33.04
2025-01-12 14:53:31,643,642.47,33.18
2025-01-12 14:53:31,643,642.78,33.18
2025-01-12 14:53:31,643,642.89,33.18
2025-01-12 14:53:31,643,643.02,33.18
2025-01-12 14:53:31,642,642.62,33.04
2025-01-12 14:53:31,641,641.91,32.90
2025-01-12 14:53:31,643,642.18,33.18
2025-01-12 14:53:31,642,642.04,33.04
2025-01-12 14:53:31,642,642.02,33.04
2025-01-12 14:53:31,643,642.48,33.18
2025-01-12 14:53:31,643,642.89,33.18
2025-01-12 14:53:31,642,642.52,33.04
2025-01-12 14:53:31,643,642.67,33.18
2025-01-12 14:53:31,642,642.38,33.04
2025-01-12 14:53:31,643,642.67,33.18
2025-01-12 14:53:31,642,642.28,33.04
2025-01-12 14:53:31,642,642.18,33.04
2025-01-12 14:53:31,642,642.09,33.04
2025-01-12 14:53:31,643,642.50,33.18
2025-01-12 14:53:31,642,642.22,33.04
2025-01-12 14:53:31,642,642.19,33.04
2025-01-12 14:53:31,643,642.52,33.18
2025-01-12 14:53:31,643,642.84,33.18
2025-01-12 14:53:31,643,642.84,33.18
2025-01-12 14:53:31,640,641.66,32.77
2025-01-12 14:53:31,642,641.75,33.04
2025-01-12 14:53:31,642,641.79,33.04
2025-01-12 14:53:31,643,642.16,33.18
2025-01-12 14:53:31,642,642.06,33.04
2025-01-12 14:53:31,641,641.88,32.90
2025-01-12 14:53:31,643,642.40,33.18
2025-01-12 14:53:31,642,642.25,33.04
2025-01-12 14:53:31,642,641.89,33.04
2025-01-12 14:53:31,643,642.43,33.18
2025-01-12 14:53:31,642,642.40,33.04
2025-01-12 14:53:31,643,642.66,33.18
2025-01-12 14:53:31,643,642.78,33.18
2025-01-12 14:53:31,642,642.45,33.04
2025-01-12 14:53:31,642,642.28,33.04
2025-01-12 14:53:31,642,642.11,33.04
2025-01-12 14:53:31,642,641.98,33.04
2025-01-12 14:53:31,643,642.38,33.18
2025-01-12 14:53:31,643,642.66,33.18
2025-01-12 14:53:31,643,642.96,33.18
2025-01-12 14:53:31,643,643.07,33.18
2025-01-12 14:53:31,643,643.06,33.18
2025-01-12 14:53:31,642,642.57,33.04
2025-01-12 14:53:31,643,642.65,33.18
2025-01-12 14:53:31,642,642.32,33.04
2025-01-12 14:53:31,642,642.18,33.04
2025-01-12 14:53:31,643,642.47,33.18
2025-01-12 14:53:31,642,642.35,33.04
2025-01-12 14:53:31,642,642.17,33.04
2025-01-12 14:53:31,642,642.12,33.04
2025-01-12 14:53:31,642,642.05,33.04
2025-01-12 14:53:31,642,642.00,33.04
2025-01-12 14:53:31,643,642.38,33.18
2025-01-12 14:53:31,643,642.71,33.18
2025-01-12 14:53:31,643,642.97,33.18
2025-01-12 14:53:31,643,643.01,33.18
2025-01-12 14:53:31,643,643.06,33.18
2025-01-12 14:53:32,642,642.57,33.04
2025-01-12 14:53:32,642,642.22,33.04
2025-01-12 14:53:32,642,642.03,33.04
2025-01-12 14:53:32,642,641.99,33.04
2025-01-12 14:53:32,642,641.94,33.04
2025-01-12 14:53:32,642,642.00,33.04
2025-01-12 14:53:32,643,642.48,33.18
2025-01-12 14:53:32,640,641.49,32.77
2025-01-12 14:53:32,642,641.60,33.04
2025-01-12 14:53:32,643,642.17,33.18
2025-01-12 14:53:32,643,642.57,33.18
2025-01-12 14:53:32,642,642.30,33.04
2025-01-12 14:53:32,642,642.36,33.04
2025-01-12 14:53:32,643,642.68,33.18
2025-01-12 14:53:32,643,642.79,33.18
2025-01-12 14:53:32,643,642.66,33.18
2025-01-12 14:53:32,642,642.52,33.04
2025-01-12 14:53:32,642,642.39,33.04
2025-01-12 14:53:32,642,642.16,33.04
2025-01-12 14:53:32,642,641.94,33.04
2025-01-12 14:53:32,643,642.31,33.18
2025-01-12 14:53:32,643,642.72,33.18
2025-01-12 14:53:32,642,642.53,33.04
2025-01-12 14:53:32,643,642.78,33.18
2025-01-12 14:53:32,643,642.88,33.18
2025-01-12 14:53:32,642,642.46,33.04
2025-01-12 14:53:32,642,642.17,33.04
2025-01-12 14:53:32,642,642.10,33.04
2025-01-12 14:53:32,643,642.48,33.18
2025-01-12 14:53:32,642,642.24,33.04
2025-01-12 14:53:32,643,642.55,33.18
2025-01-12 14:53:32,642,642.45,33.04
2025-01-12 14:53:32,642,642.30,33.04
2025-01-12 14:53:32,644,642.90,33.32
2025-01-12 14:53:32,642,642.58,33.04
2025-01-12 14:53:32,642,642.29,33.04
2025-01-12 14:53:32,643,642.65,33.18
2025-01-12 14:53:32,642,642.39,33.04
2025-01-12 14:53:32,642,642.12,33.04
2025-01-12 14:53:32,643,642.43,33.18
2025-01-12 14:53:32,643,642.76,33.18
2025-01-12 14:53:32,643,642.97,33.18
2025-01-12 14:53:32,643,642.95,33.18
2025-01-12 14:53:32,643,643.05,33.18
2025-01-12 14:53:32,642,642.63,33.04
2025-01-12 14:53:32,643,642.65,33.18
2025-01-12 14:53:32,643,642.75,33.18
2025-01-12 14:53:32,642,642.47,33.04
2025-01-12 14:53:32,642,642.22,33.04
2025-01-12 14:53:32,642,642.16,33.04
2025-01-12 14:53:32,643,642.48,33.18
2025-01-12 14:53:32,643,642.67,33.18
2025-01-12 14:53:32,642,642.41,33.04
2025-01-12 14:53:32,642,642.34,33.04
2025-01-12 14:53:32,642,642.22,33.04
2025-01-12 14:53:32,642,641.99,33.04
2025-01-12 14:53:32,641,641.45,32.90
2025-01-12 14:53:32,643,642.08,33.18
2025-01-12 14:53:32,643,642.59,33.18
2025-01-12 14:53:32,642,642.43,33.04
2025-01-12 14:53:32,643,642.66,33.18
2025-01-12 14:53:32,642,642.51,33.04
2025-01-12 14:53:32,642,642.22,33.04
2025-01-12 14:53:32,643,642.43,33.18
2025-01-12 14:53:32,644,643.08,33.32
2025-01-12 14:53:32,643,643.18,33.18
2025-01-12 14:53:32,644,643.63,33.32
2025-01-12 14:53:32,643,643.45,33.18
2025-01-12 14:53:32,642,642.87,33.04
2025-01-12 14:53:32,644,643.12,33.32
2025-01-12 14:53:32,642,642.62,33.04
2025-01-12 14:53:32,642,642.28,33.04
2025-01-12 14:53:32,642,642.16,33.04
2025-01-12 14:53:32,642,642.10,33.04
2025-01-12 14:53:32,642,641.99,33.04
2025-01-12 14:53:33,642,641.96,33.04
2025-01-12 14:53:33,642,641.98,33.04
2025-01-12 14:53:33,642,642.13,33.04
2025-01-12 14:53:33,642,642.00,33.04
2025-01-12 14:53:33,642,642.00,33.04
2025-01-12 14:53:33,643,642.43,33.18
2025-01-12 14:53:33,642,642.29,33.04
2025-01-12 14:53:33,643,642.61,33.18
2025-01-12 14:53:33,642,642.39,33.04
2025-01-12 14:53:33,646,643.96,33.60
2025-01-12 14:53:33,643,643.63,33.18
2025-01-12 14:53:33,643,643.45,33.18
2025-01-12 14:53:33,643,643.24,33.18
2025-01-12 14:53:33,642,642.81,33.04
2025-01-12 14:53:33,642,642.08,33.04
2025-01-12 14:53:33,644,642.81,33.32
2025-01-12 14:53:33,640,641.62,32.77
2025-01-12 14:53:33,642,641.91,33.04
2025-01-12 14:53:33,642,641.85,33.04
2025-01-12 14:53:33,643,642.39,33.18
2025-01-12 14:53:33,643,642.55,33.18
2025-01-12 14:53:33,642,642.50,33.04
2025-01-12 14:53:33,642,642.37,33.04
2025-01-12 14:53:33,643,642.73,33.18
2025-01-12 14:53:33,642,642.15,33.04
2025-01-12 14:53:33,642,642.07,33.04
2025-01-12 14:53:33,642,642.04,33.04
2025-01-12 14:53:33,643,642.54,33.18
2025-01-12 14:53:33,642,642.29,33.04
2025-01-12 14:53:33,642,642.13,33.04
2025-01-12 14:53:33,642,642.09,33.04
2025-01-12 14:53:33,644,642.98,33.32
2025-01-12 14:53:33,642,642.52,33.04
2025-01-12 14:53:33,643,642.74,33.18
2025-01-12 14:53:33,643,642.92,33.18
2025-01-12 14:53:33,643,643.08,33.18
2025-01-12 14:53:33,642,642.45,33.04
2025-01-12 14:53:33,643,642.67,33.18
2025-01-12 14:53:33,642,642.37,33.04
2025-01-12 14:53:33,643,642.68,33.18
2025-01-12 14:53:33,642,642.27,33.04
2025-01-12 14:53:33,643,642.67,33.18
2025-01-12 14:53:33,642,642.38,33.04
2025-01-12 14:53:33,640,641.39,32.77
2025-01-12 14:53:33,642,641.45,33.04
2025-01-12 14:53:33,643,642.13,33.18
2025-01-12 14:53:33,642,642.01,33.04
2025-01-12 14:53:33,644,642.95,33.32
2025-01-12 14:53:33,642,642.80,33.04
2025-01-12 14:53:33,642,642.58,33.04
2025-01-12 14:53:33,642,642.16,33.04
2025-01-12 14:53:33,643,642.36,33.18
2025-01-12 14:53:33,644,643.02,33.32
2025-01-12 14:53:33,642,642.72,33.04
2025-01-12 14:53:33,642,642.45,33.04
2025-01-12 14:53:33,642,642.39,33.04
2025-01-12 14:53:33,643,642.48,33.18
2025-01-12 14:53:33,643,642.54,33.18
2025-01-12 14:53:33,643,642.79,33.18
2025-01-12 14:53:33,642,642.62,33.04
2025-01-12 14:53:33,643,642.90,33.18
2025-01-12 14:53:33,643,642.82,33.18
2025-01-12 14:53:33,643,642.84,33.18
2025-01-12 14:53:33,643,642.88,33.18
2025-01-12 14:53:33,642,642.63,33.04
2025-01-12 14:53:33,643,642.76,33.18
2025-01-12 14:53:33,643,642.83,33.18
2025-01-12 14:53:33,642,642.40,33.04
2025-01-12 14:53:33,642,642.22,33.04
2025-01-12 14:53:33,642,642.16,33.04
2025-01-12 14:53:33,642,642.05,33.04
2025-01-12 14:53:33,642,641.95,33.04
2025-01-12 14:53:33,644,642.80,33.32
2025-01-12 14:53:33,642,642.64,33.04
2025-01-12 14:53:33,642,642.43,33.04
2025-01-12 14:53:34,643,642.64,33.18
2025-01-12 14:53:34,642,642.40,33.04
2025-01-12 14:53:34,642,642.05,33.04
2025-01-12 14:53:34,643,642.43,33.18
2025-01-12 14:53:34,642,642.33,33.04
2025-01-12 14:53:34,643,642.68,33.18
2025-01-12 14:53:34,645,643.63,33.46
2025-01-12 14:53:34,643,643.53,33.18
2025-01-12 14:53:34,643,643.37,33.18
2025-01-12 14:53:34,642,642.78,33.04
2025-01-12 14:53:34,642,642.38,33.04
2025-01-12 14:53:34,642,641.98,33.04
2025-01-12 14:53:34,643,642.26,33.18
2025-01-12 14:53:34,642,642.21,33.04
2025-01-12 14:53:34,642,642.31,33.04
2025-01-12 14:53:34,643,642.59,33.18
2025-01-12 14:53:34,643,642.84,33.18
2025-01-12 14:53:34,643,642.84,33.18
2025-01-12 14:53:34,643,642.95,33.18
2025-01-12 14:53:34,643,643.05,33.18
2025-01-12 14:53:34,644,643.49,33.32
2025-01-12 14:53:34,643,643.24,33.18
2025-01-12 14:53:34,643,643.12,33.18
2025-01-12 14:53:34,642,642.67,33.04
2025-01-12 14:53:34,643,642.76,33.18
2025-01-12 14:53:34,643,642.75,33.18
2025-01-12 14:53:34,643,642.85,33.18
2025-01-12 14:53:34,642,642.51,33.04
2025-01-12 14:53:34,640,641.55,32.77
2025-01-12 14:53:34,643,642.00,33.18
2025-01-12 14:53:34,642,641.93,33.04
2025-01-12 14:53:34,643,642.28,33.18
2025-01-12 14:53:34,643,642.72,33.18
2025-01-12 14:53:34,643,643.14,33.18
2025-01-12 14:53:34,645,643.97,33.46
2025-01-12 14:53:34,642,643.18,33.04
2025-01-12 14:53:34,641,642.07,32.90
2025-01-12 14:53:34,643,642.45,33.18
2025-01-12 14:53:34,642,642.15,33.04
2025-01-12 14:53:34,642,641.89,33.04
2025-01-12 14:53:34,644,642.81,33.32
2025-01-12 14:53:34,642,642.74,33.04
2025-01-12 14:53:34,643,642.97,33.18
2025-01-12 14:53:34,641,642.02,32.90
2025-01-12 14:53:34,643,642.36,33.18
2025-01-12 14:53:34,641,641.72,32.90
2025-01-12 14:53:34,641,641.31,32.90
2025-01-12 14:53:34,642,641.49,33.04
2025-01-12 14:53:34,642,641.91,33.04
2025-01-12 14:53:34,642,641.82,33.04
2025-01-12 14:53:34,643,642.46,33.18
2025-01-12 14:53:34,643,642.76,33.18
2025-01-12 14:53:34,643,643.03,33.18
2025-01-12 14:53:34,643,642.95,33.18
2025-01-12 14:53:34,642,642.57,33.04
2025-01-12 14:53:34,643,642.71,33.18
2025-01-12 14:53:34,643,642.76,33.18
2025-01-12 14:53:34,640,641.54,32.77
2025-01-12 14:53:34,644,642.50,33.32
2025-01-12 14:53:34,643,642.81,33.18
2025-01-12 14:53:34,643,642.92,33.18
2025-01-12 14:53:34,642,642.52,33.04
2025-01-12 14:53:34,643,642.89,33.18
2025-01-12 14:53:34,642,642.48,33.04
2025-01-12 14:53:34,644,643.01,33.32
2025-01-12 14:53:34,643,642.85,33.18
2025-01-12 14:53:34,643,643.21,33.18
2025-01-12 14:53:34,642,642.67,33.04
2025-01-12 14:53:34,642,642.41,33.04
2025-01-12 14:53:34,642,642.02,33.04
2025-01-12 14:53:34,644,642.81,33.32
2025-01-12 14:53:34,643,642.88,33.18
2025-01-12 14:53:34,644,643.58,33.32
2025-01-12 14:53:34,642,643.02,33.04
2025-01-12 14:53:35,642,642.64,33.04
2025-01-12 14:53:35,643,642.56,33.18
2025-01-12 14:53:35,643,642.66,33.18
2025-01-12 14:53:35,642,642.28,33.04
2025-01-12 14:53:35,643,642.73,33.18
2025-01-12 14:53:35,642,642.49,33.04
2025-01-12 14:53:35,642,642.30,33.04
2025-01-12 14:53:35,643,642.42,33.18
2025-01-12 14:53:35,642,642.28,33.04
2025-01-12 14:53:35,643,642.60,33.18
2025-01-12 14:53:35,643,642.84,33.18
2025-01-12 14:53:35,642,642.52,33.04
2025-01-12 14:53:35,642,642.28,33.04
2025-01-12 14:53:35,642,642.11,33.04
2025-01-12 14:53:35,643,642.41,33.18
2025-01-12 14:53:35,643,642.67,33.18
2025-01-12 14:53:35,643,642.84,33.18
2025-01-12 14:53:35,642,642.63,33.04
2025-01-12 14:53:35,644,643.26,33.32
2025-01-12 14:53:35,642,642.68,33.04
2025-01-12 14:53:35,643,642.73,33.18
2025-01-12 14:53:35,642,642.37,33.04
2025-01-12 14:53:35,643,642.72,33.18
2025-01-12 14:53:35,643,642.75,33.18
2025-01-12 14:53:35,643,642.92,33.18
2025-01-12 14:53:35,642,642.49,33.04
2025-01-12 14:53:35,644,643.28,33.32
2025-01-12 14:53:35,643,643.10,33.18
2025-01-12 14:53:35,642,642.66,33.04
2025-01-12 14:53:35,642,642.26,33.04
2025-01-12 14:53:35,644,643.08,33.32
2025-01-12 14:53:35,643,642.99,33.18
2025-01-12 14:53:35,644,643.41,33.32
2025-01-12 14:53:35,642,642.90,33.04
2025-01-12 14:53:35,644,643.55,33.32
2025-01-12 14:53:35,642,642.78,33.04
2025-01-12 14:53:35,642,642.31,33.04
2025-01-12 14:53:35,643,642.44,33.18
2025-01-12 14:53:35,644,643.28,33.32
2025-01-12 14:53:35,642,642.68,33.04
2025-01-12 14:53:35,644,643.35,33.32
2025-01-12 14:53:35,642,642.82,33.04
2025-01-12 14:53:35,643,642.97,33.18
2025-01-12 14:53:35,642,642.32,33.04
2025-01-12 14:53:35,642,642.18,33.04
2025-01-12 14:53:35,643,642.45,33.18
2025-01-12 14:53:35,643,642.80,33.18
2025-01-12 14:53:35,643,642.82,33.18
2025-01-12 14:53:35,643,643.08,33.18
2025-01-12 14:53:35,645,643.91,33.46
2025-01-12 14:53:35,642,643.21,33.04
2025-01-12 14:53:35,643,643.02,33.18
2025-01-12 14:53:35,642,642.53,33.04
2025-01-12 14:53:35,643,642.72,33.18
2025-01-12 14:53:35,642,642.21,33.04
2025-01-12 14:53:35,645,643.43,33.46
2025-01-12 14:53:35,643,643.38,33.18
2025-01-12 14:53:35,643,643.46,33.18
2025-01-12 14:53:35,642,642.71,33.04
2025-01-12 14:53:35,642,642.46,33.04
2025-01-12 14:53:35,642,641.96,33.04
2025-01-12 14:53:35,643,642.33,33.18
2025-01-12 14:53:35,643,642.58,33.18
2025-01-12 14:53:35,643,643.03,33.18
2025-01-12 14:53:35,641,642.20,32.90
2025-01-12 14:53:35,642,642.11,33.04
2025-01-12 14:53:35,643,642.34,33.18
2025-01-12 14:53:35,642,642.13,33.04
2025-01-12 14:53:35,642,642.00,33.04
2025-01-12 14:53:35,643,642.60,33.18
2025-01-12 14:53:35,643,642.88,33.18
2025-01-12 14:53:35,644,643.34,33.32
2025-01-12 14:53:35,642,642.75,33.04
2025-01-12 14:53:36,642,642.51,33.04
2025-01-12 14:53:36,642,642.26,33.04
2025-01-12 14:53:36,642,641.99,33.04
2025-01-12 14:53:36,643,642.24,33.18
2025-01-12 14:53:36,642,642.24,33.04
2025-01-12 14:53:36,643,642.66,33.18
2025-01-12 14:53:36,641,642.09,32.90
2025-01-12 14:53:36,643,642.38,33.18
2025-01-12 14:53:36,642,642.15,33.04
2025-01-12 14:53:36,646,643.80,33.60
2025-01-12 14:53:36,643,643.57,33.18
2025-01-12 14:53:36,643,643.58,33.18
2025-01-12 14:53:36,642,642.86,33.04
2025-01-12 14:53:36,642,642.52,33.04
2025-01-12 14:53:36,642,641.83,33.04
2025-01-12 14:53:36,642,641.85,33.04
2025-01-12 14:53:36,644,642.71,33.32
2025-01-12 14:53:36,643,643.21,33.18
2025-01-12 14:53:36,642,642.71,33.04
2025-01-12 14:53:36,643,642.88,33.18
2025-01-12 14:53:36,642,642.50,33.04
2025-01-12 14:53:36,642,642.11,33.04
2025-01-12 14:53:36,642,641.94,33.04
2025-01-12 14:53:36,643,642.42,33.18
2025-01-12 14:53:36,642,642.35,33.04
2025-01-12 14:53:36,645,643.48,33.46
2025-01-12 14:53:36,643,643.40,33.18
2025-01-12 14:53:36,643,643.38,33.18
2025-01-12 14:53:36,643,643.15,33.18
2025-01-12 14:53:36,643,643.12,33.18
2025-01-12 14:53:36,642,642.43,33.04
2025-01-12 14:53:36,640,641.32,32.77
2025-01-12 14:53:36,642,641.43,33.04
2025-01-12 14:53:36,642,641.76,33.04
2025-01-12 14:53:36,644,642.59,33.32
2025-01-12 14:53:36,643,642.91,33.18
2025-01-12 14:53:36,644,643.70,33.32
2025-01-12 14:53:36,642,643.14,33.04
2025-01-12 14:53:36,640,641.73,32.77
2025-01-12 14:53:36,643,641.85,33.18
2025-01-12 14:53:36,643,642.30,33.18
2025-01-12 14:53:36,643,642.50,33.18
2025-01-12 14:53:36,639,641.19,32.63
2025-01-12 14:53:36,643,642.07,33.18
2025-01-12 14:53:36,642,642.07,33.04
2025-01-12 14:53:36,643,642.26,33.18
2025-01-12 14:53:36,642,641.98,33.04
2025-01-12 14:53:36,643,642.86,33.18
2025-01-12 14:53:36,643,642.97,33.18
2025-01-12 14:53:36,642,642.57,33.04
2025-01-12 14:53:36,643,642.45,33.18
2025-01-12 14:53:36,643,642.89,33.18
2025-01-12 14:53:36,642,642.45,33.04
2025-01-12 14:53:36,642,642.23,33.04
2025-01-12 14:53:36,641,641.67,32.90
2025-01-12 14:53:36,642,641.75,33.04
2025-01-12 14:53:36,643,642.20,33.18
2025-01-12 14:53:36,644,642.99,33.32
2025-01-12 14:53:36,642,642.76,33.04
2025-01-12 14:53:36,642,642.59,33.04
2025-01-12 14:53:36,644,643.17,33.32
2025-01-12 14:53:36,643,643.07,33.18
2025-01-12 14:53:36,642,642.41,33.04
2025-01-12 14:53:36,643,642.71,33.18
2025-01-12 14:53:36,642,642.55,33.04
2025-01-12 14:53:36,643,642.67,33.18
2025-01-12 14:53:36,640,641.37,32.77
2025-01-12 14:53:36,643,642.02,33.18
2025-01-12 14:53:36,641,641.65,32.90
2025-01-12 14:53:36,642,641.75,33.04
2025-01-12 14:53:36,644,642.60,33.32
2025-01-12 14:53:36,642,642.67,33.04
2025-01-12 14:53:36,642,642.34,33.04
2025-01-12 14:53:37,643,642.73,33.18
2025-01-12 14:53:37,643,642.75,33.18
2025-01-12 14:53:37,643,642.85,33.18
2025-01-12 14:53:37,643,642.84,33.18
2025-01-12 14:53:37,643,643.04,33.18
2025-01-12 14:53:37,645,643.98,33.46
2025-01-12 14:53:37,643,643.53,33.18
2025-01-12 14:53:37,642,642.87,33.04
2025-01-12 14:53:37,642,642.48,33.04
2025-01-12 14:53:37,643,642.64,33.18
2025-01-12 14:53:37,643,642.59,33.18
2025-01-12 14:53:37,642,642.31,33.04
2025-01-12 14:53:37,642,642.27,33.04
2025-01-12 14:53:37,643,642.77,33.18
2025-01-12 14:53:37,644,643.21,33.32
2025-01-12 14:53:37,642,642.65,33.04
2025-01-12 14:53:37,643,642.84,33.18
2025-01-12 14:53:37,642,642.61,33.04
2025-01-12 14:53:37,644,643.15,33.32
2025-01-12 14:53:37,643,642.94,33.18
2025-01-12 14:53:37,642,642.60,33.04
2025-01-12 14:53:37,642,642.37,33.04
2025-01-12 14:53:37,642,642.29,33.04
2025-01-12 14:53:37,643,642.35,33.18
2025-01-12 14:53:37,642,642.19,33.04
2025-01-12 14:53:37,642,642.11,33.04
2025-01-12 14:53:37,642,642.22,33.04
2025-01-12 14:53:37,642,642.12,33.04
2025-01-12 14:53:37,643,642.37,33.18
2025-01-12 14:53:37,642,642.24,33.04
2025-01-12 14:53:37,642,642.17,33.04
2025-01-12 14:53:37,642,642.17,33.04
2025-01-12 14:53:37,643,642.48,33.18
2025-01-12 14:53:37,643,642.66,33.18
2025-01-12 14:53:37,642,642.42,33.04
2025-01-12 14:53:37,642,642.28,33.04
2025-01-12 14:53:37,642,642.22,33.04
2025-01-12 14:53:37,642,641.99,33.04
2025-01-12 14:53:37,643,642.32,33.18
2025-01-12 14:53:37,642,642.23,33.04
2025-01-12 14:53:37,642,642.24,33.04
2025-01-12 14:53:37,642,642.17,33.04
2025-01-12 14:53:37,641,641.62,32.90
2025-01-12 14:53:37,642,641.65,33.04
